Date,AAL,AAPL,ABT,ADBE,ADS,AES,ALGN,AMD,AME,AMGN,AMZN,APA,APD,ATVI,BAC,BLL,BXP,C,CBOE,CCI,CF,CHRW,CHTR,CL,CMCSA,CMG,COG,CVX,DG,DRE,DUK,EQIX,ETN,F,FE,FMC,KMB,KR,LNT,RE,STZ,T,VRTX,XOM,10 YR
11/28/2006,53.5015,2.82791,15.97506,40,59.91304,16.0121,13.25,21.41,13.12438,57.7694,40.63,57.06797,49.33807,7.43021,39.64907,9.34813,66.06227,399.84405,,27.37509,3.48203,32.98484,,23.47263,10.60496,57.89,7.09586,42.08644,,21.66207,28.41178,61.1151,24.78419,5.51446,31.14763,11.59722,39.13641,8.64195,11.6315,72.93191,25.88134,15.58646,44.89,47.97239,0.0451
11/29/2006,53.5015,2.8236,15.93749,40.16,60.91081,16.13639,13.12,21.57,13.23805,56.66857,40.34,57.60339,48.87855,7.61843,39.5243,9.49468,66.91985,397.67883,,27.10763,3.51603,32.82077,,23.4402,10.65499,57.95,7.14184,42.83872,,21.77213,28.51065,62.62947,25.15294,5.48746,31.23637,11.57762,39.23676,8.48382,11.55427,72.48994,26.00215,15.77722,44.3,48.46454,0.0452
11/30/2006,52.87939,2.81312,15.90675,39.35,61.13671,16.13639,13.08,20.69,13.01884,55.34439,39.41,57.29038,48.99166,7.68117,39.26741,9.508,66.80551,395.99477,,26.89524,3.48357,32.41806,,23.55191,10.69449,57.49,7.22576,43.30668,,21.66707,28.48368,61.25425,25.07462,5.42671,31.59655,11.62989,39.16003,8.55893,11.53348,72.51941,26.16942,15.8191,44.14,48.71062,0.0446
12/3/2006,54.83055,2.80696,16.42935,39.29,61.13671,16.37806,13.51,21.04,13.22181,55.16092,39.1,56.722,49.76931,7.83354,38.64353,9.61014,67.46299,400.96676,,26.80871,3.51912,32.06756,,23.86901,10.75243,58,7.13725,43.53769,,21.98225,29.40947,62.48212,25.46621,5.32547,31.69573,11.67399,39.64997,8.82776,11.70278,73.1308,26.22518,15.93076,44.19,49.07027,
12/4/2006,54.36868,2.81158,16.49425,39.15,62.12507,16.37806,14.22,21.34,13.11627,55.08913,38.98,56.95265,50.15813,7.88283,38.74629,9.5946,66.96559,405.05662,,26.58845,3.57785,32.0601,,23.63118,11.01578,56.85,7.15564,43.80425,,21.84717,29.38251,62.39208,25.37157,5.18372,31.99849,11.68379,39.75622,9.28634,11.7206,73.48437,26.07649,16.13548,44.54,49.25325,0.0443
12/5/2006,56.8477,2.76722,16.39861,38.54,61.61677,16.03972,14.07,21.49,13.12844,55.75122,38.9,56.93617,49.96726,7.85594,38.67289,9.57461,66.50821,407.22184,,27.25709,3.60412,32.1123,,23.73208,11.03158,57.13,7.13265,43.57323,,21.60704,29.20274,64.43853,25.48905,4.96774,31.76881,11.7573,40.05727,9.15984,11.63447,73.23392,26.04861,16.18201,44.48,48.14906,0.0445
12/6/2006,55.62233,2.68128,16.40885,37.75,60.90139,15.98449,14.05,21.05,12.99423,55.20081,38.12,56.70553,49.95312,7.85146,38.5261,9.5835,66.69116,406.66049,,27.08403,3.58558,31.80526,,23.6492,10.99207,54.76,7.43037,43.43107,,21.47196,29.13083,64.19295,25.51189,4.83274,31.46083,11.84224,39.75403,9.13216,11.53645,73.18236,26.14154,16.11222,43.59,47.77048,0.0448
12/7/2006,55.84855,2.71886,16.38153,38.88,60.32721,15.99829,14.16,20.93,12.99423,55.74324,38.46,56.90322,50.46212,7.99935,37.9169,9.67676,67.02848,415.80253,,26.9503,3.61185,31.51319,,23.63839,11.08951,55.3,7.36485,43.14082,,21.33689,29.39149,63.80822,25.57716,4.87999,31.41385,11.90757,39.40323,9.1203,11.51269,73.37388,26.18801,16.27041,43.23,47.63797,0.0449
12/10/2006,58.02594,2.73395,16.33371,39.98,60.14836,15.82568,14.02,20.69,12.94136,55.75122,38.69,56.46665,50.33487,8.03968,38.57013,9.59682,66.52537,424.06245,,26.96603,3.66131,31.85019,,23.74289,11.24225,54.85,7.45336,43.65616,,21.46196,29.77799,64.94604,25.13336,4.88674,31.59655,11.96474,39.4389,9.37332,11.53942,73.55803,26.18801,16.36811,41.14,47.54964,
12/11/2006,56.04649,2.65355,16.39178,39.97,59.50828,15.79806,13.71,20.47,12.83968,55.57572,38.46,56.51607,50.29952,7.86491,38.75363,9.55241,66.0051,419.01026,,26.48618,3.62885,31.93257,,23.67082,11.34496,54.5,7.46945,43.74501,,21.36691,29.87686,64.856,25.12357,4.7855,31.79491,12.01211,39.36755,9.48401,11.52754,73.62432,26.55044,16.58214,39.4,48.1112,0.0452
12/12/2006,55.84855,2.7432,16.38153,40.3,59.98834,15.81187,13.5,20.17,12.85595,55.71133,38.5,56.84556,50.75197,7.8425,38.96648,9.60792,65.93078,419.57162,,26.19513,3.64894,31.60306,,23.62397,11.28702,54.2,7.48784,44.07081,,21.21182,30.42514,66.15754,25.13336,4.64375,31.73749,12.04478,39.36755,9.45238,11.58991,72.71093,26.37387,16.54026,38.7,48.81157,0.0449
12/13/2006,53.80313,2.72779,16.42935,40.81,61.04259,15.80496,13.61,22.71,13.0349,55.87885,39.02,57.5375,50.99233,7.85146,39.0252,9.65455,66.49106,425.90689,,26.41539,3.67213,32.47926,,23.67442,11.29229,53.95,7.55336,45.0008,,21.21182,30.23639,67.54094,25.41726,4.79899,31.75315,12.21465,39.5816,9.56308,11.57209,72.82142,26.36458,16.59144,38.71,49.67599,0.0458
12/14/2006,53.25642,2.70223,16.55573,42.81,60.12954,15.77044,13.52,22.12,12.88849,56.01446,40.01,56.70553,51.21856,7.8425,39.13529,9.66121,65.84502,433.60545,,26.58845,3.70922,32.1797,,23.5411,11.31072,53.1,7.46715,44.65131,,20.9917,30.11954,67.04161,24.40892,4.77875,31.76359,12.28816,39.97403,9.60261,11.52457,72.14374,26.29023,16.59144,38.93,48.77371,0.046
12/17/2006,52.59661,2.63291,16.43959,41.29,59.77185,15.48734,13.13,21.97,12.76648,55.87885,39.26,54.83566,50.99233,7.59602,39.36282,9.54131,65.31904,444.59194,,26.21086,3.6474,31.11628,,23.49065,11.35549,53.92,7.25564,43.43699,,20.88664,29.81394,63.94738,24.47419,4.745,31.82101,12.25549,39.75998,9.32192,11.4711,72.1511,26.25306,16.50304,38.56,47.64428,
12/18/2006,54.19902,2.65879,16.484,41.45,59.45181,15.45282,12.96,21.64,12.85188,56.07827,39.42,55.89004,51.02768,7.61395,39.32612,9.55463,64.36426,442.90788,,26.10073,3.69222,30.7044,,23.45461,11.27912,54.61,7.46255,44.12412,,20.74156,29.84989,63.83278,24.66672,4.84624,32.00371,12.33226,40.12268,9.22309,11.46813,72.86561,26.00215,16.27971,37.99,48.57811,0.046
12/19/2006,52.59661,2.61104,16.37811,41.87,60.02599,15.37687,13.51,21.85,12.78681,55.40023,40.01,55.20634,51.00647,7.55121,39.38484,9.53687,65.9708,442.34653,,26.06926,3.79422,30.72686,,23.48344,11.22909,54.88,7.39014,43.62655,,20.75156,29.52632,63.03057,24.85272,4.94749,31.95673,12.427,40.08105,9.1124,11.45031,72.93191,25.99285,16.2611,37.45,48.00393,0.046
12/20/2006,52.55891,2.55374,16.39519,41.38,59.1506,15.44592,13.96,20.95,12.677,55.21676,39.89,55.264,50.39143,7.55569,39.27475,9.45915,64.68443,439.1388,,26.02993,3.78649,30.47973,,23.31048,11.25279,54.45,7.22806,43.37776,,20.44139,29.75102,62.13832,24.58514,4.93399,31.68529,12.27346,40.29511,9.19146,11.34932,73.02767,26.0672,16.36346,37.57,47.87143,0.046
12/21/2006,52.16302,2.53218,16.30297,40.75,57.68218,15.30092,13.97,20.77,12.6892,54.80993,40.24,54.92627,49.79052,7.56465,39.15731,9.53687,63.95834,437.45473,,25.34556,3.85759,29.53613,,23.27444,11.17378,55.52,7.11885,43.08158,,20.2763,29.67912,61.71266,24.29797,5.00823,31.67485,12.23099,40.28916,9.1717,11.29289,73.04977,26.39246,16.27506,37.51,47.58119,0.0455
12/25/2006,52.60604,2.51093,16.47375,41.44,58.08694,15.39068,14.09,20.6,12.85188,54.79398,39.8,54.60502,50.20055,7.62291,39.4142,9.63901,64.5415,442.02576,,25.11743,4.01523,30.33744,,23.42218,11.29492,56.25,7.04988,43.29483,,20.47641,29.83192,62.22836,24.36324,5.05548,31.78447,12.40413,40.21186,9.04914,11.39982,72.69619,26.54115,16.28902,37.18,47.985,
12/26/2006,53.76542,2.51123,16.73676,41.79,58.35991,15.36306,14.11,20.7,12.96983,54.61051,40.29,54.57207,50.61058,7.7708,39.46558,9.71228,66.26809,452.3707,,25.33769,4.07859,30.53964,,23.4366,11.27912,56.05,7.05218,43.85756,,20.52143,29.81394,63.97194,24.6145,5.11623,31.84711,12.63117,40.44375,9.16379,11.40873,72.85825,26.78277,16.47978,37.39,48.55918,0.0461
12/27/2006,52.55891,2.49121,16.71285,41.53,59.03764,15.23187,13.99,20.57,12.95356,54.67432,40.21,54.96746,50.653,7.78872,39.3775,9.71228,67.04644,448.12045,,25.36915,4.01523,30.64448,,23.67803,11.24489,56.42,7.04299,43.99973,,20.55645,29.67912,62.51487,24.73524,5.06223,31.63831,12.62954,40.50916,9.02938,11.33447,72.82142,26.88499,16.517,37.86,48.79264,0.0466
12/28/2006,50.75856,2.61351,16.6377,41.12,58.80232,15.21806,13.97,20.35,12.94949,54.49085,39.46,54.78624,49.92137,7.72598,39.18667,9.6812,67.505,446.67697,,25.40849,3.96268,30.62202,,23.50867,11.14745,57,6.97172,43.55546,,20.4614,29.84989,61.90093,24.51987,5.06898,31.47649,12.53294,40.40213,9.1203,11.21863,72.26896,26.96863,16.63332,37.42,48.35097,0.047
1/2/2007,53.06791,2.58147,16.72651,39.92,60.29897,15.14901,13.35,19.52,12.92509,54.56265,38.7,53.17173,51.07919,7.69013,39.14263,9.79666,67.63171,443.06827,,24.82637,4.08941,32.42684,,23.66722,11.23435,56.41,6.61882,42.03905,,20.36135,29.67552,61.70447,24.53619,5.06898,31.56001,12.51984,40.63997,9.15984,11.24833,73.1087,26.39246,16.2611,36.9,46.76093,0.0468
1/3/2007,55.46209,2.63877,17.04417,40.82,60.80726,15.15592,13.6,19.79,12.84375,56.89991,38.9,52.47156,49.95688,7.75287,39.39218,9.79444,67.38432,441.5446,,25.21183,4.13423,32.56913,,23.69604,11.33706,55.38,6.50732,41.63033,,20.44139,29.73754,63.19429,24.55903,5.19722,31.52347,12.35776,40.85402,9.32588,11.33447,72.86561,23.3722,16.05173,36.99,45.88389,0.0467
1/4/2007,54.94366,2.61998,17.04417,40.62,60.86374,14.72092,13.64,19.71,12.60379,57.03551,38.37,53.74834,49.26077,7.70806,39.07657,9.75003,66.20172,439.21899,,25.24329,4.1095,32.23962,,23.58794,11.20539,55,6.57284,41.79026,,20.13622,29.05534,62.35115,24.35018,5.14323,30.85531,12.13509,40.69348,9.32983,11.0226,71.90802,22.6845,15.80049,35.81,46.21199,0.0462
1/7/2007,54.60433,2.63291,17.10565,40.45,60.75079,14.51377,13.68,19.47,12.62413,56.58083,37.5,54.09431,49.19684,7.70358,39.23071,9.78778,66.58184,441.4644,,25.49502,4.08323,32.43433,,23.67803,11.18432,56.05,6.6763,42.32338,,20.18625,29.10186,62.20381,24.33713,5.21747,30.79789,12.04505,40.92537,9.35355,10.97507,71.64284,22.9633,15.89587,33.55,45.83972,
1/8/2007,54.57605,2.85163,17.15347,39.63,61.80503,13.91997,13.7,19.65,12.62413,56.85204,37.78,53.15526,49.09029,7.69909,39.26741,9.81442,67.42656,437.61512,,25.76247,4.17596,32.53168,,23.66722,11.25542,56.45,6.59353,41.83765,,20.4564,28.96232,63.99649,24.21965,5.25797,30.66217,12.10399,41.02645,9.3496,10.97804,71.50288,22.90754,15.95699,33.87,45.48638,0.0466
1/9/2007,55.54692,2.9881,17.3123,39.22,61.96505,14.32044,13.89,20.01,12.58346,56.66857,37.15,52.32329,49.48807,7.85594,39.32612,9.9099,68.82034,434.08661,,26.29739,4.19605,32.35195,,23.79694,11.30019,56.21,6.44984,41.11498,,20.71154,28.83828,65.36352,24.22944,5.21747,30.62563,12.14819,41.20482,9.36936,10.99289,71.63547,23.15845,15.9993,35.37,44.79231,0.0466
1/10/2007,57.6866,2.95113,17.29855,39.88,61.88975,14.08568,14.1,20.18,12.77054,57.36257,37.4,52.02675,50.36887,8.25927,39.09125,9.98318,69.51422,434.40739,,26.66711,4.28106,32.9885,,23.89063,11.31072,57.67,6.45674,40.68849,,20.85662,28.9158,67.42634,24.23923,5.24447,30.57865,12.41179,41.10374,9.39704,10.95428,72.5636,23.18633,16.21557,36.05,44.786,0.0469
1/11/2007,57.31899,2.91478,17.33291,39.96,61.57912,14.45854,14.51,18.26,12.83562,58.44744,38.2,52.95756,50.68141,8.10242,39.17933,10.06534,69.91244,436.09145,,27.0447,4.48661,33.40039,,24.08521,11.61094,58.28,6.76711,41.67179,,20.88664,28.77626,67.06616,24.31755,5.32547,30.27068,12.70485,41.03239,9.32192,10.96616,73.07187,23.12128,16.32841,37.8,45.84603,0.0474
1/15/2007,58.40297,2.99118,17.38788,40.05,61.55088,14.56901,14.35,18.13,13.00237,58.63091,38.66,53.57536,50.47542,8.25927,39.22337,10.05201,71.63205,439.21899,,26.8795,4.54379,33.2581,,24.09242,11.71101,60.46,6.67285,41.26899,,21.02672,28.86929,67.18076,24.52313,5.35921,30.30722,12.51657,40.80645,9.38913,10.78201,72.66673,22.99118,16.28139,38.42,45.19613,
1/16/2007,55.283,2.92495,17.71083,40.2,61.24026,14.49997,14.27,18.2,13.01457,58.97392,37.88,54.25082,50.49673,8.35338,39.13529,10.11641,71.51137,436.17164,,26.87164,4.54379,33.08586,,23.98071,11.78738,60.6,6.74642,41.9502,,21.15179,28.82278,66.79603,25.07136,5.42671,30.45337,12.54767,41.15726,9.37727,10.79983,72.29106,23.04694,16.21557,37.89,45.71983,0.0475
1/17/2007,54.51007,2.74381,18.13686,38.57,60.11071,14.38258,14.35,17.92,12.95763,58.78248,36.98,54.20139,50.19839,7.99935,39.11327,10.20078,71.17952,436.17164,,27.10763,4.45724,33.00348,,23.95549,11.87692,59.58,6.6763,42.00943,,21.1768,28.96232,65.10976,24.91146,5.52121,30.36986,12.55914,41.10969,9.4089,10.67508,71.86382,23.18633,16.46475,37.32,45.40435,0.0479
1/18/2007,54.94366,2.72625,18.38766,38.4,60.28014,14.51377,14.44,17.73,12.9861,59.22919,37.02,56.06727,50.61748,7.95005,39.33346,10.21411,72.36212,437.05377,,28.48425,4.52679,33.34797,,24.08881,11.74788,58.97,6.87976,42.83872,,21.40193,29.05534,67.95023,25.33894,5.6022,30.57343,12.6279,40.97293,9.5354,10.90082,70.83257,23.18633,16.48826,36.9,46.39497,0.0475
1/21/2007,53.756,2.67358,18.31895,37.83,60.84492,14.36877,14,17.53,12.92509,60.50551,36.95,56.06727,50.32625,7.82457,39.3775,10.07644,72.29575,438.49725,,28.27972,4.43097,32.70393,,23.9699,11.79528,58.42,6.92114,42.18714,,21.27185,28.9003,66.92701,24.0826,5.67645,30.36464,12.43634,41.05618,9.60656,10.91567,70.3464,23.00976,16.58229,35.95,45.99746,
1/22/2007,50.21185,2.64,18.33956,37.52,62.04035,14.33425,14.11,17.51,13.0593,59.50838,36.43,58.03223,50.62459,7.86491,39.13529,10.08754,72.64571,436.97357,,27.70548,4.4727,32.57661,,23.78252,11.72681,58.5,7.20392,42.98088,,21.28186,28.94681,67.93386,24.82335,5.6022,30.2237,12.69011,41.43077,9.61842,10.79983,71.25244,23.2328,16.6246,36.23,47.0007,0.0476
1/23/2007,50.28726,2.6708,18.39797,39.69,62.82162,14.36877,14.17,16.03,13.89712,59.93914,37.26,58.16433,52.52825,8.11587,39.04722,10.10308,73.56886,439.70015,,27.72121,4.45415,32.81626,,24.0744,11.85058,57.9996,7.26944,43.14674,,21.57702,29.07085,67.95841,24.77114,5.53471,30.57865,12.84892,41.3059,9.63028,10.85626,71.26717,23.5023,17.2217,36.27,47.25939,0.0481
1/24/2007,50.76798,2.65694,18.06814,39.13,62.68984,14.23068,14,16.05,13.94185,59.70781,37.08,57.39651,52.14467,7.67221,38.46004,10.20522,74.05156,432.48275,,27.45375,4.37688,32.11979,,23.89698,11.45293,57.48,7.04758,42.36484,,21.70209,29.33442,67.40997,24.47092,5.5482,30.47425,12.64427,40.87185,9.51564,10.74636,70.93569,23.35361,17.29692,35.04,46.38866,0.0481
1/25/2007,49.1373,2.63014,18.0544,39.26,63.01929,14.34116,13.99,16.22,13.89305,57.03551,36.85,57.64419,52.06654,7.53776,38.19581,10.27406,74.02139,438.41706,,27.85494,4.43561,32.15724,,23.96216,11.4029,57.34,7.16598,42.35299,,21.82716,29.58249,66.8697,24.6863,5.6832,30.74569,12.56241,40.58051,9.68958,10.80577,70.75154,23.35361,17.11356,35.03,46.44545,0.0487
1/28/2007,51.30526,2.64739,18.09219,39.35,63.16049,14.49306,13.77,15.95,13.86458,55.81503,37.43,57.90839,52.4217,7.74391,37.77011,10.30959,73.88262,433.52526,,27.44589,4.86526,32.25459,,24.15406,11.54247,58.7,7.15564,42.37076,,21.87219,29.75304,67.08254,24.88209,5.64945,30.85009,12.64263,40.62213,9.89515,10.91789,70.65578,23.10269,17.16528,35.31,46.18675,
1/29/2007,50.05161,2.63538,18.27428,39.01,63.06636,14.42401,16.69,15.79,13.94999,56.10221,37.05,60.04672,52.15178,7.49295,38.25453,10.17636,74.69717,435.20932,,27.61895,4.75553,32.77133,,24.41113,11.50823,59.6,7.33841,43.28298,,21.91721,30.18717,68.40863,25.11378,5.53471,30.96493,12.76379,41.03834,10.10468,10.95385,69.60243,23.13057,17.43797,35.78,46.9376,0.049
1/30/2007,52.76628,2.64092,18.209,38.87,63.94176,14.35497,16.56,15.55,14.0964,56.13411,37.67,60.24487,53.03257,7.62739,38.59215,10.28516,76.07888,437.77551,,27.65828,4.7138,39.84083,,24.72976,11.67941,59.42,7.45566,43.17044,,22.0723,30.52827,68.81792,25.42705,5.48746,30.97015,12.74578,41.26428,10.12049,10.89093,68.94684,22.99118,17.69185,35.35,46.75462,0.0488
1/31/2007,54.66089,2.61043,18.16434,38.76,62.31333,14.2583,16.61,15.77,14.13301,55.43214,38.7,59.08901,53.06809,7.65428,38.78299,10.33845,76.07888,443.22866,,27.40655,4.9178,39.39149,,24.66096,11.30282,59.8,7.50509,44.11227,,22.55757,30.77634,68.10576,25.70769,5.59545,31.61743,12.98481,41.31185,10.16793,10.96583,69.09416,22.84249,17.74827,34.8,47.37297,0.0483
2/1/2007,54.65146,2.61073,18.09563,38.97,62.52982,14.37568,16.47,15.69,14.22248,55.40023,37.39,58.37899,53.25277,7.7932,38.70959,10.37398,76.55554,442.66176,,27.64255,4.87762,39.60867,,24.527,11.34233,60.01,7.45451,43.85756,,22.95779,30.9934,68.07302,25.79628,5.55495,31.75837,12.63117,41.3059,10.21933,11.05272,69.18256,22.92613,17.92222,33.73,47.66321,0.0484
2/4/2007,55.05677,2.58578,18.03722,38.44,61.02376,14.57592,16.22,15.6,14.05573,55.71133,37.16,57.47907,53.25988,7.63187,38.81234,10.29404,76.27799,443.39063,,27.32002,4.88844,39.05449,,24.43648,11.22645,60.44,7.58555,43.70355,,23.04284,31.45853,67.68828,25.8619,5.62245,32.43697,12.8391,41.15131,10.26677,11.13062,69.60979,22.77744,17.76707,32.52,47.74524,
2/5/2007,54.96251,2.59225,18.02348,38.46,61.72973,15.01092,16.33,15.32,14.24688,55.56775,38.27,57.71024,53.23857,7.51536,39.05455,10.33401,77.4606,445.01032,,27.1391,4.86835,38.92718,,24.25544,11.17905,60.58,7.50853,43.46069,,23.47808,31.10193,67.18076,25.62894,5.76419,32.558,12.9357,41.31185,10.16793,11.25346,70.08859,22.63804,17.63543,33.09,47.41083,0.0481
2/6/2007,54.74572,2.65386,18.02004,38.15,61.75797,15.14901,16.42,15.5,14.16148,55.83897,38.98,57.13231,53.34512,7.54673,39.16465,10.26962,78.89058,445.01032,,27.54815,4.95799,39.57871,,24.25906,11.20539,61.57,7.43612,43.02827,,24.11844,30.9934,69.25177,25.77003,5.77769,32.77902,12.4478,41.01456,10.33397,11.25346,70.23591,22.62875,17.47088,33.08,47.3919,0.0477
2/7/2007,55.90511,2.65479,17.91354,38.05,60.79785,15.43901,16.52,15.13,14.08013,55.66347,39.1,57.90013,53.3167,7.36747,39.13529,10.22077,78.1243,440.8801,,27.65041,5.00744,39.3166,,24.26992,10.9078,62.09,7.59024,43.68578,,24.03339,31.25698,66.17391,25.53379,5.77094,33.23158,12.07615,40.67564,10.25886,11.60401,70.0002,22.56369,17.57431,33.03,47.81645,0.0474
2/8/2007,54.80227,2.56514,17.9582,37.68,59.82832,15.61163,16.22,14.9,14.03133,55.08115,38.72,57.7928,53.28119,7.37195,38.89308,10.14083,76.65208,432.45771,,27.41442,5.07854,38.78489,,24.23009,10.7498,61.91,7.57529,43.43107,,23.71321,31.25698,65.55179,25.40582,5.89244,33.23158,11.95173,40.63402,10.23119,11.73284,70.05176,22.4243,17.34864,32.36,47.66437,0.0473
2/11/2007,55.49979,2.61474,18.11281,38.09,58.99058,15.36306,16.75,14.69,14.05573,54.63444,38.85,56.71125,53.48718,7.2868,38.92978,10.12085,74.51615,432.70066,,26.84017,5.15118,38.50781,,24.22647,10.52859,60.72,7.38321,42.83872,,23.25046,31.31899,65.57635,25.33692,5.83844,33.29999,11.9108,40.62807,10.21142,12.12234,70.32431,22.40571,17.37685,32.01,47.2715,
2/12/2007,55.77314,2.60919,18.10937,38.43,56.51499,15.50806,16.99,14.6,14.21028,54.88173,39.31,57.4543,54.18329,7.39436,39.43622,10.34955,75.9039,434.96823,,26.91884,5.24854,38.69503,,24.46182,10.7972,60.45,7.59024,43.14082,,23.61438,31.61358,68.39226,25.60269,5.70345,33.38419,12.09089,40.9432,10.23316,12.36802,70.64841,22.36854,17.48498,31.47,47.81012,0.048
2/13/2007,54.47237,2.62768,18.10593,38.6,57.63512,15.45282,16.96,14.95,14.3811,54.88173,40.14,57.18185,54.52425,7.63635,39.67109,10.38508,75.41518,438.7745,,27.74481,5.30109,39.78091,,24.58493,10.892,59.69,7.54539,43.06974,,23.32627,31.42752,70.79888,25.99642,5.74394,33.59468,12.10399,41.36536,10.34017,12.57775,71.27453,22.76814,17.48498,32.07,47.90517,0.0482
2/14/2007,54.10476,2.6249,18.14029,39.25,59.32003,15.35615,17.46,14.83,14.50717,54.46692,40.06,56.73602,54.35377,7.65876,39.5243,10.37398,76.68829,439.01746,,27.83921,5.34746,39.33907,,24.58855,10.88674,61.38,7.55689,42.57454,,23.7003,31.33352,70.41415,26.21954,5.80469,33.39997,12.24315,41.40104,10.38377,12.62569,72.07744,22.76814,17.50379,31.55,47.74041,0.0474
2/15/2007,53.44494,2.6132,18.03379,40.27,59.13177,15.39758,17.56,14.94,14.28349,53.23049,40.33,56.80207,54.46032,7.74391,39.67109,10.34733,75.95217,438.12663,,27.43802,5.31189,39.47387,,24.89631,10.96311,65.03,7.72597,42.24641,,23.5891,31.27086,71.21636,26.07845,5.75744,33.18948,12.37249,41.22861,10.49078,12.67063,72.36472,22.31278,17.62133,30.53,47.70873,0.047
2/19/2007,53.14331,2.64616,18.06471,40.74,59.57418,15.55639,17.88,14.92,14.3811,52.92736,41.51,56.46357,55.0712,7.87387,39.67109,10.41839,76.87533,438.85549,,27.40655,5.74952,40.4624,,24.93614,10.9157,63.89,7.78693,41.83474,,23.61943,31.25519,71.47012,26.13423,5.83844,33.55784,12.51493,41.61509,10.50663,12.87137,72.70356,22.31278,17.56491,31.42,47.44259,
2/20/2007,52.53063,2.74782,18.10937,40.95,59.49887,15.5702,17.58,14.56,14.45024,53.77292,41.26,57.06626,54.82258,7.82906,39.56833,10.49832,76.47107,435.29217,,27.17843,5.94282,40.72451,,24.80217,10.97891,63.58,8.01697,41.72735,,23.50823,31.25519,71.3637,26.505,5.71695,33.2421,12.80636,41.38914,10.49078,12.85339,73.23392,22.34995,17.49439,31.43,47.38556,0.0468
2/21/2007,51.48435,2.75737,18.42202,40.81,59.77185,15.46663,17.51,14.55,14.33636,53.23846,41,58.12305,54.08385,7.90524,39.4142,10.42061,76.02458,433.99641,,27.1391,5.99385,40.43245,,24.75148,10.84328,64.42,8.11244,42.16288,,23.37682,31.05152,72.32963,27.34825,5.63595,33.35261,12.70485,41.32374,10.3045,12.86837,73.58013,22.20126,17.41916,32.33,47.57566,0.0469
2/22/2007,51.13559,2.74381,18.41171,40.63,59.25414,15.38377,17.26,14.69,14.56005,52.83164,40.78,58.18084,55.17064,7.94557,38.79767,10.48056,74.00329,435.45414,,27.09976,6.12066,40.37254,,24.74062,10.71687,64.31,8.11704,42.40153,,23.14431,31.19252,72.5179,27.57465,5.6022,33.42102,12.58697,41.62103,10.17371,12.94328,72.85825,22.25702,17.39565,32.13,47.66437,0.0473
2/25/2007,50.27783,2.73087,18.71405,40.87,57.58806,15.54949,16.98,15.68,14.39736,52.80771,40.8799,58.45329,55.66787,7.87835,38.74629,10.45614,73.58093,426.62682,,27.45375,6.11756,39.24172,,24.79131,10.45616,63.63,8.05148,42.60438,,22.94213,31.34919,72.49334,27.36794,5.5752,34.0104,12.43798,41.56157,10.20542,13.01219,72.43101,22.13621,17.63073,31.62,47.77843,
2/26/2007,48.81682,2.58547,18.4976,38.92,56.59029,14.87973,16.33,15.08,13.78324,51.25219,38.83,56.89289,52.98995,7.62739,37.28569,10.14527,71.3183,409.78202,,26.17939,5.76034,38.68005,,24.38217,9.99399,60.25,7.80188,40.91595,,22.3912,30.73819,69.03894,26.25235,5.25122,33.25263,12.07943,40.55672,9.89629,12.60172,71.31873,21.59721,16.99602,31.3,45.51624,0.0463
2/27/2007,49.28811,2.60642,18.76558,39.25,56.19495,14.72092,16.42,15.07,13.89305,51.26017,39.14,56.52136,53.13912,7.49295,37.71873,10.30772,72.42246,407.91938,,25.73101,5.97839,38.16332,,24.40751,10.1599,59.99,7.78578,40.88015,,22.26989,30.83219,67.67191,26.57719,5.33897,32.92636,12.0516,40.43186,10.16182,12.52981,71.22297,21.80166,17.30162,30.69,45.42119,0.045
2/28/2007,49.09017,2.68189,18.47699,39.26,55.81843,14.54139,16.31,14.79,13.85645,49.21806,38.85,56.53787,52.46432,7.51984,37.3848,10.23206,71.63205,413.66928,,25.23543,5.87632,38.17081,,24.23371,10.08879,61.23,7.83064,40.33127,,22.1031,31.03586,68.05664,26.58047,5.24447,32.95794,12.04505,40.53294,10.11823,12.67662,71.7828,18.642,17.25931,30.03,44.98396,0.0456
3/1/2007,47.74226,2.63107,18.21244,38.66,55.20659,14.23068,16.46,14.18,13.51481,49.25794,37.69,55.48935,51.78951,7.32714,37.11024,10.13415,70.61235,404.67999,,24.76344,5.65364,37.42192,,24.13233,10.04929,60.2,7.62015,39.84801,,21.96663,30.53452,65.79737,26.16048,5.12298,32.44223,11.93044,39.97998,10.04689,12.47289,71.20539,18.11229,17.13237,29.46,44.36297,0.0456
3/4/2007,47.21441,2.6591,18.12311,38.522,54.52887,13.65759,16.23,13.95,13.19758,49.58492,37.05,55.3655,51.74689,7.34058,36.83568,10.01843,68.62123,398.8491,,24.1184,5.75261,37.42192,,24.11423,9.99399,59.05,7.48557,39.63323,,21.45613,29.95485,64.75777,26.04564,5.11623,32.20543,11.66849,40.18808,9.9914,12.34405,70.13942,17.77774,16.79386,28.87,44.34396,
3/5/2007,47.34637,2.7167,18.16434,39.04,55.53605,14.19616,16.4,14.09,13.51075,49.69668,38.58,56.14158,52.50694,7.47054,37.80036,10.09186,71.29416,409.62005,,24.68478,5.98457,37.78887,,24.11061,10.2231,60.07,7.51433,40.37303,,22.08793,30.62852,67.82744,26.54109,5.15673,32.6001,11.91407,40.44375,9.96366,12.63168,70.10981,17.88925,16.9255,29.51,44.9903,0.0451
