Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-09-11,24.6299991607666,23.540000915527344,23.8700008392334,23.989999771118164,5081000,23.989999771118164,APA
2019-09-12,24.030000686645508,22.959999084472656,23.440000534057617,23.84000015258789,3772500,23.84000015258789,APA
2019-09-13,24.469999313354492,23.780000686645508,24.139999389648438,24.34000015258789,3948600,24.34000015258789,APA
2019-09-16,29.110000610351562,25.850000381469727,26.860000610351562,28.450000762939453,17812000,28.450000762939453,APA
2019-09-17,28.350000381469727,25.75,28.149999618530273,26.020000457763672,9801300,26.020000457763672,APA
2019-09-18,26.1299991607666,25.1200008392334,25.510000228881836,25.43000030517578,12093200,25.43000030517578,APA
2019-09-19,26.110000610351562,25.40999984741211,25.860000610351562,25.760000228881836,4999800,25.760000228881836,APA
2019-09-20,26.06999969482422,25.540000915527344,25.90999984741211,25.799999237060547,6111400,25.799999237060547,APA
2019-09-23,26.34000015258789,25.389999389648438,25.469999313354492,26.18000030517578,5001600,26.18000030517578,APA
2019-09-24,26.09000015258789,25.139999389648438,25.950000762939453,25.3799991607666,4172200,25.3799991607666,APA
2019-09-25,25.6200008392334,24.850000381469727,24.940000534057617,25.520000457763672,4298800,25.520000457763672,APA
2019-09-26,25.420000076293945,24.860000610351562,25.190000534057617,25.270000457763672,4511000,25.270000457763672,APA
2019-09-27,25.920000076293945,24.850000381469727,24.8700008392334,25.700000762939453,5141000,25.700000762939453,APA
2019-09-30,25.959999084472656,25.459999084472656,25.5,25.600000381469727,3836300,25.600000381469727,APA
2019-10-01,25.8799991607666,24.219999313354492,25.709999084472656,24.270000457763672,4373800,24.270000457763672,APA
2019-10-02,24.309999465942383,23.100000381469727,24.040000915527344,23.200000762939453,4286100,23.200000762939453,APA
2019-10-03,23.3700008392334,22.440000534057617,22.920000076293945,23.3700008392334,5711200,23.3700008392334,APA
2019-10-04,23.510000228881836,21.68000030517578,23.15999984741211,22.15999984741211,6220200,22.15999984741211,APA
2019-10-07,22.299999237060547,21.329999923706055,22.229999542236328,21.399999618530273,5465700,21.399999618530273,APA
2019-10-08,21.25,20.239999771118164,21.0,20.25,6317300,20.25,APA
2019-10-09,20.729999542236328,20.1200008392334,20.520000457763672,20.530000686645508,4868400,20.530000686645508,APA
2019-10-10,20.8799991607666,20.270000457763672,20.59000015258789,20.43000030517578,4104200,20.43000030517578,APA
2019-10-11,21.59000015258789,20.719999313354492,20.719999313354492,21.420000076293945,6228200,21.420000076293945,APA
2019-10-14,22.229999542236328,20.860000610351562,21.010000228881836,21.940000534057617,8711800,21.940000534057617,APA
2019-10-15,22.520000457763672,21.440000534057617,21.809999465942383,22.18000030517578,5360400,22.18000030517578,APA
2019-10-16,22.829999923706055,21.75,21.959999084472656,21.760000228881836,6636300,21.760000228881836,APA
2019-10-17,22.329999923706055,21.520000457763672,21.850000381469727,22.1200008392334,4479100,22.1200008392334,APA
2019-10-18,23.600000381469727,22.270000457763672,22.399999618530273,22.440000534057617,8684800,22.440000534057617,APA
2019-10-21,22.8799991607666,22.049999237060547,22.190000534057617,22.770000457763672,4809100,22.770000457763672,APA
2019-10-22,23.40999984741211,22.350000381469727,22.81999969482422,22.950000762939453,4799400,22.950000762939453,APA
2019-10-23,23.6299991607666,22.399999618530273,22.969999313354492,23.540000915527344,3654700,23.540000915527344,APA
2019-10-24,23.799999237060547,22.549999237060547,23.709999084472656,23.229999542236328,4362600,23.229999542236328,APA
2019-10-25,23.260000228881836,20.56999969482422,23.219999313354492,22.06999969482422,14569900,22.06999969482422,APA
2019-10-28,22.649999618530273,21.639999389648438,22.239999771118164,21.729999542236328,5127300,21.729999542236328,APA
2019-10-29,22.56999969482422,21.15999984741211,21.450000762939453,22.049999237060547,4761300,22.049999237060547,APA
2019-10-30,22.31999969482422,21.270000457763672,22.040000915527344,21.360000610351562,4859800,21.360000610351562,APA
2019-10-31,22.299999237060547,20.469999313354492,20.989999771118164,21.65999984741211,6711900,21.65999984741211,APA
2019-11-01,24.309999465942383,21.889999389648438,22.040000915527344,23.809999465942383,10233500,23.809999465942383,APA
2019-11-04,24.84000015258789,24.350000381469727,24.399999618530273,24.520000457763672,7326000,24.520000457763672,APA
2019-11-05,25.079999923706055,23.719999313354492,24.799999237060547,23.959999084472656,6280800,23.959999084472656,APA
2019-11-06,24.6200008392334,23.229999542236328,23.850000381469727,23.6200008392334,4776800,23.6200008392334,APA
2019-11-07,24.25,23.649999618530273,23.850000381469727,24.079999923706055,6139200,24.079999923706055,APA
2019-11-08,24.5,23.389999389648438,23.739999771118164,24.43000030517578,4338100,24.43000030517578,APA
2019-11-11,24.3700008392334,23.760000228881836,24.030000686645508,23.850000381469727,4421600,23.850000381469727,APA
2019-11-12,24.34000015258789,23.540000915527344,24.049999237060547,23.799999237060547,4287900,23.799999237060547,APA
2019-11-13,23.809999465942383,23.110000610351562,23.530000686645508,23.299999237060547,3093500,23.299999237060547,APA
2019-11-14,24.030000686645508,23.280000686645508,23.40999984741211,23.43000030517578,5125500,23.43000030517578,APA
2019-11-15,24.389999389648438,23.59000015258789,23.639999389648438,23.90999984741211,4145200,23.90999984741211,APA
2019-11-18,23.56999969482422,22.670000076293945,23.56999969482422,22.979999542236328,4286300,22.979999542236328,APA
2019-11-19,22.920000076293945,22.299999237060547,22.719999313354492,22.3700008392334,2943800,22.3700008392334,APA
2019-11-20,23.43000030517578,22.190000534057617,22.420000076293945,22.8700008392334,3123000,22.8700008392334,APA
2019-11-21,23.329999923706055,22.5,23.049999237060547,23.219999313354492,4423300,23.219999313354492,APA
2019-11-22,23.610000610351562,23.020000457763672,23.350000381469727,23.40999984741211,3442000,23.40999984741211,APA
2019-11-25,23.709999084472656,23.149999618530273,23.420000076293945,23.549999237060547,4438400,23.549999237060547,APA
2019-11-26,23.739999771118164,22.799999237060547,23.5,22.889999389648438,4699100,22.889999389648438,APA
2019-11-27,23.40999984741211,22.84000015258789,22.959999084472656,23.219999313354492,4219300,23.219999313354492,APA
2019-11-29,23.15999984741211,22.25,22.780000686645508,22.280000686645508,3198100,22.280000686645508,APA
2019-12-02,20.420000076293945,18.93000030517578,20.0,19.540000915527344,22790200,19.540000915527344,APA
2019-12-03,19.299999237060547,18.329999923706055,19.25,18.3799991607666,15116900,18.3799991607666,APA
2019-12-04,19.15999984741211,18.5,18.610000610351562,18.700000762939453,10407600,18.700000762939453,APA
2019-12-05,18.979999542236328,18.440000534057617,18.780000686645508,18.579999923706055,7503500,18.579999923706055,APA
2019-12-06,20.170000076293945,18.329999923706055,18.5,19.989999771118164,10085700,19.989999771118164,APA
2019-12-09,20.739999771118164,19.540000915527344,19.780000686645508,20.6299991607666,8725700,20.6299991607666,APA
2019-12-10,21.059999465942383,20.59000015258789,20.610000610351562,20.93000030517578,6271100,20.93000030517578,APA
2019-12-11,21.479999542236328,20.860000610351562,20.979999542236328,21.280000686645508,4714700,21.280000686645508,APA
2019-12-12,22.190000534057617,21.329999923706055,21.3700008392334,22.040000915527344,6291000,22.040000915527344,APA
2019-12-13,22.31999969482422,21.299999237060547,22.18000030517578,21.350000381469727,5355700,21.350000381469727,APA
2019-12-16,22.3700008392334,21.5,21.59000015258789,22.06999969482422,5108200,22.06999969482422,APA
2019-12-17,22.579999923706055,21.950000762939453,22.079999923706055,22.469999313354492,4172200,22.469999313354492,APA
2019-12-18,22.969999313354492,22.34000015258789,22.43000030517578,22.739999771118164,5604100,22.739999771118164,APA
2019-12-19,23.110000610351562,22.600000381469727,22.780000686645508,22.709999084472656,3888600,22.709999084472656,APA
2019-12-20,22.940000534057617,22.360000610351562,22.850000381469727,22.6200008392334,10968000,22.6200008392334,APA
2019-12-23,26.729999542236328,23.950000762939453,24.079999923706055,26.530000686645508,22716300,26.530000686645508,APA
2019-12-24,26.809999465942383,25.780000686645508,26.729999542236328,26.170000076293945,5841000,26.170000076293945,APA
2019-12-26,26.979999542236328,26.190000534057617,26.489999771118164,26.270000457763672,4982300,26.270000457763672,APA
2019-12-27,26.520000457763672,26.059999465942383,26.3700008392334,26.1200008392334,4094600,26.1200008392334,APA
2019-12-30,26.280000686645508,25.440000534057617,26.1200008392334,25.5,5445200,25.5,APA
2019-12-31,25.700000762939453,24.780000686645508,25.229999542236328,25.59000015258789,3347600,25.59000015258789,APA
2020-01-02,25.93000030517578,25.1299991607666,25.700000762939453,25.360000610351562,3395100,25.360000610351562,APA
2020-01-03,26.139999389648438,25.530000686645508,25.709999084472656,25.690000534057617,5940600,25.690000534057617,APA
